file_name,title,full_text
34909610-365c-2224-e063-6294a90a4007.xml,Airway Ease,"Keep out of reach of children.

If 
  ​pregnant or breast-feeding,​ ask a doctor before use.

Warning:
                     ​Keep out of reach of children. Do not use if tamper - evident seal is broken or missing. If symptoms worsen or persist for more than a few days, consult a doctor. If 
  ​pregnant or breast-feeding​, ask a doctor before use.

newtonlabs.net – Questions?  800.448.7256
                  Newton Laboratories, Inc. FDA Est # 1051203 - Conyers, GA 30013

Inactive Ingredients: USP Purified Water; USP Gluten-free, non-GMO, organic cane alcohol 20%

Formulated for symptoms such as wheezing, shortness of breath, congestion, coughing, and inflammation.

Equal parts of Echinacea 6x, Lappa 6x, Antimon. tart. 15x, Arsenicum alb. 15x, Bryonia 15x, Chelidonium maj.15x, Cinchona 15x, Drosera 15x, Eucalyptus 15x, Histaminum hydrochloricum 15x, Hydrastis 15x, Kali bic. 15x, Kali carb. 15x, Kali iod. 15x, Myrrha 15x, Nat. sulphuricum 15x, Nux vom. 15x, Phos. 15x, Pulsatilla 15x, Rumex crisp. 15x, Sambucus nig. 15x, Spongia 15x, Tussilago far. 15x, Verbascum 15x, Influenzinum 30x.

Directions: Children, ages 4 to 11, give 3 drops by mouth (ages 12 and up, give 6 drops) as needed or as directed by a health professional. Under age 4, consult a health professional.  Sensitive persons begin with 1 drop and gradually increase to full dose.

Formulated for symptoms such as wheezing, shortness of breath, congestion, coughing, and inflammation."
3593a7ff-b424-dcfe-e063-6394a90ad0af.xml,Hypericum Perforatum 30X,"Active ingredients HPUS: Each globule contains 1% Hypericum Perforatum 30X

For nerve pain after surgery or injury*

For nerve pain after surgery or injury*

If symptoms worsen or persist for more than 7 days, consult a physician.

If pregnant or breastfeeding, ask a health professional before use.

Keep out of reach of children.

3 globules 3 times a day or as directed by a homeopath. Oral/Sublingual use.

Organic cane sugar globules.

1 (888) 290-8140 or schmidt-nagel.com

Conservation: 15°C - 25°C

*Claims based on traditional homeopathic practices, not accepted medical evidences. Not FDA evaluated."
29b78ef9-ceca-4d64-81fa-cbef453261f5.xml,BioActive Nutritional,"Crotalus Horridus 12X, Naja Tripudians 12X, Crotalus Cascavella 12C, Oxyuranus Scutellatus Canni 12C, Cenchris Contortrix 15C.

For the temporary relief of nausea-vomiting, numbness, tingling, weakness and headache.

​If pregnant or breast-feeding,​ ask a health care professional before use.
                  
                     ​Keep out of reach of children.​ In case of overdose, get medical help or contact a Poison Control Center right away.
                  Do not use if tamper evident seal is broken or missing.
                  Store in a cool, dry place.

Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away.

10 drops orally, 3 times a day. Consult a physician for use in children unde 12 years of age.

For the temporary relief of nausea-vomiting, numbness, tingling, weakness and headache.

Demineralized Water, 25% Ethanol

Distributed by:
                  BIOACTIVE NUTRITIONAL
                  Melbourne, FL 32935
                  
                  For Nutritional Information write:
                  BioActive Nutritional, Inc.
                  1803 N. Wickham Rd.
                  Melbourne, FL 32935

​BioActive Homeopathic
                     
                  
                  
                     
                        CRYPTOTOX COMBO
                     
                  
                  
                     
                        1 FL OZ (30 ml)"
3593107b-d8be-a5cb-e063-6394a90a5ee1.xml,Arnica montana 30X,"Active ingredients HPUS: Each globule contains 1% Arnica montana 30X

For pain from muscle soreness, stiffness, swelling and bruises.*

For pain from muscle soreness, stiffness, swelling and bruises.*

If symptoms worsen or persist for more than 7 days, consult a physician.

If pregnant or breastfeeding, ask a health professional before use.

Keep out of reach of children.

3 globules 3 times a day or as directed by a homeopath. Oral/Sublingual use.

Organic cane sugar globules.

1 (888) 290-8140 or schmidt-nagel.com

Conservation: 15°C - 25°C

*Claims based on traditional homeopathic practices, not accepted medical evidences. Not FDA evaluated."
3957c02b-9529-4233-a4c9-1b9502baaa93.xml,RespiforceI,"Echinacea (Angustifolia) 3X, Lomatium Dissectum 3X, Myrrha 3X, Nasturtium Aquaticum 3X, Tabebuia Impetiginosa 3X, Hydrastis Canadensis 5X, Propolis 6X, Bryonia (Alba) 12X, Eupatorium Perfoliatum 12X, Ferrum Phosphoricum 12X, Gelsemium Sempervirens 12X, Ipecacuanha 12X, Mercurius Corrosivus 12X, Pyrogenium 30X, 60X, 200X, Influenzinum (2020-2021) 10C, 30C, 200C.

For temporary relief of minor aches and pains in muscles and joints, fever with dryness of mucous membranes and dry cough; muscular soreness and fatigue with headache.

If pregnant or breast-feeding, ask a health care professional before use.
                  
                     Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away.
                  Do not use if tamper evident seal is broken or missing.
                  Store in a cool, dry place.

Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away.

10 drops orally, 3 times a day. Consult a physician for use in children under 12 years of age.

For temporary relief of minor aches and pains in muscles and joints, fever with dryness of mucous membranes and dry cough; muscular soreness and fatigue with headache.

Demineralized Water, 25% Ethanol

Distributed by:
                  BioActive Nutritional, Inc.
                  1803 N. Wickham Rd.
                  Melbourne, FL 32935
                  bioactivenutritional.com

BIOActive Nutritional
                     
                     RESPIFORCE I
                     
                     HOMEOPATHIC
                     
                     1 FL OZ (30 ml)"
ac15617e-fcaf-4656-8c7d-512125a05eee.xml,Regional Allergies Southern U.S.,"Initially, depress pump untilprimed.
                  Spray one dose directly intomouth.
                  
                     Adults: 3 sprays 3 times per
                     
                     day.
                  
                  
                     Children ages 6-12: 2 sprays 3
                     
                     times per day.
                  
                  
                     Consult a physician for use in
                     
                     children under 6 years of age.
                  
                  Use additionally as needed, upto 6 times per day.
                  ﻿Reference image:Southern U.S.jpg

Other information
                  
                  
                     Tamper resistant for your protection.
                  
                  Use only if safety seal is intact.
                  Keep carton for complete drug facts and product information.
                  Questions? Call 866.298.2740
                  King Bio, Inc. 3 Westside Drive
                  Asheville, NC 2806 USA
                  FDA Reg. #1053442
                  For latest product information and instructions: www.DrKings.com
                  Reference image:Southern U.S.jpg

Citrus Extract (ascorbic acid, citric acid, citrus aurantium amara fruit extract, citrus aurantium sinensis peel extract, citrus reticulata fruit extact, demineralized water, glycerin, lactic acid), Honeysuckle (Lonicera japonica), Polylysine, Purified Water, Shagbark Hickory (Carya Ovata) Bark Extract, Steviol (Steviol Glycosides).
                  Reference image:Southern U.S.jpg

Equal volumes of each HPUS** ingredient in 12X, 30X, and 1LMpotencies unless otherwise noted.
                  Adenosinum cyclophosphoricum, Adrenalinum, Adrenocorticotrophin, Allium cepa, Alnus serrulata, Arum triphyllum, Arundo mauritanica, Carduus benedictus, Cichorium intybus, Cortisone aceticum, Dolichos pruriens, Euphrasia officinalis, Galphimia glauca, Histaminum hydrochloricum, Juglans cinerea, Kali muriaticum, Nasturtium aquaticum, Natrum muriaticum, Rhus tox, RNA, Sabadilla, Sassafras officinale.
                  
                  
                     HPUS indicates the active ingredients are in the official Homeopathic Pharmacopeia of the United States.
                  
                  Reference image:Southern U.S.jpg

Uses for temporary relief of allergy symptomse commonlyexperienced in AL, AR, DC, DE, FL, GA, KY, LA, MD, MS, NC,SC, TN, VA, WV: 
                  
                  
                     Itchy, watery eyes 
                  
                  
                     Runny nose 
                  
                  
                     Sneezing 
                  
                  
                     Sore throat  
                  
                  
                     Sinus congestion  
                  
                  
                     Cough  
                  
                  
                     Stuffy nose  
                  
                  
                     Fatigue
                  
                  
                     Itchy, irritated skin  
                  
                  
                     Hoarseness  
                  
                  
                     Headache
                  
                  
                  as per various homeopathic materia medicas. Claims basedon traditional homeopathic practice, not accepted medicalevidence. These uses have not been evaluated by the FDA,and product has not been clinically tested.
                  Reference image:Southern U.S.jpg

Stop use and consult a physician if symptoms worsen orpersist for more than 7 days.
                  
                     If pregnant or breast-feeding, ask a healthcare professionalbefore use.
                  
                     Keep out of reach of children.
                  
                  In case of overdose, get medical help or contact a Poison Control Center immediately.
                  Reference image:Southern U.S.jpg

Keep out of reach of children.
                  
                  In case of overdose, get medical help or contact a Poison Control Center immediately.
                  Reference image:Southern U.S.jpg

Active ingredients                                               Purpose †
                  Equal volumes of each HPUS** ingredient in 12X, 30X, and 1LMpotencies. 
                  Adenosinum cyclophosphoricum................headache, runny noseAdrenalinum ..............hay fever, swollen sinuses, lung congestionAdrenocorticotrophin (30X) ............................congestion, coughAllium cepa...........................hay fever, sinus headache, sneezingAlnus serrulata ..........................................hay fever, bronchitisArum triphyllum ............inflammation of nasal mucus membranesArundo mauritanica .........................nasal congestion and itchingCarduus benedictus ............................................tickling in noseCichorium intybus...........................................fatigue, headacheCortisone aceticum.............................allergic reaction, irritabilityDolichos pruriens.......................................sore throat, itchy skinEuphrasia officinalis.........................discharge from eyes and noseGalphimia glauca.................................... puffy eyelids, hay feverHistaminum hydrochloricum ....................coughing, itching throatJuglans cinerea ............................red eyes, sneezing, sore throatKali muriaticum.......................................hoarseness, stuffy noseNasturtium aquaticum ......................sensitivity to cigarette toxinsNatrum muriaticum ...................................watery eyes, sneezingRhus tox .............................dry cough, sneezing, swelling of noseRNA................................................................allergic reactionsSabadilla..................................sore throat, runny nose, sneezingSassafras officinale .............................. minor breathing difficulty
                  
                  **“HPUS” indicates the active ingredients are in the officialHomeopathic Pharmacopeia of the United States.
                  
                  Reference image:Southern U.S.jpg"
3534ac47-1b19-5ba8-e063-6394a90aaa51.xml,KH42NEUROTRANS ACTIVE,"Active Ingredients
                                 
                              
                           
                        
                        
                           
                              Acetylcholine Chloride
                           
                           
                              6X 15X 30X
                           
                        
                        
                           
                              Adrenalinum
                           
                           
                              6X 15X 30X
                           
                        
                        
                           
                              Dopamine
                           
                           
                              6X 15X 30X
                           
                        
                        
                           
                              Gaba
                           
                           
                              6X 15X 30X
                           
                        
                        
                           
                              Norepinephrine
                           
                           
                              6X 15X 30X
                           
                        
                        
                           
                              Serotonin
                           
                           
                              6X 15X 30X

Uses:

For temporary relief of minor:
                        tiredness* 
                        sadness* 
                        irritability* 
                        headache* 
                        lack of focus* 
                        mood swings*
                        
                        *Claims based on traditional homeopathic practice, not accepted medical evidence. Not FDA evaluated.

Warnings:

If pregnant or breastfeeding, ask a health professional before use.

Do not use if clear seal over the cap is broken or missing.

Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away.

Stop use and ask a doctor if tiredness, sadness, irritability, headache, lack of focus, mood swings, or other symptoms do not improve within 7 days or are accompanied by fever.

Directions:

Adults & children ages 12 years and over: Take 1-2 sprays under the tongue 1-3 times a day, or as directed by your healthcare professional. Consult a physician for use in children under 12 years of age.

Inactive Ingredients

alcohol (20% by volume), distilled water

Distributed by Apex Energetics. Questions?
                  16592 Hale Ave., Irvine, CA 92606, USA

KH42
                  NEUROTRANS ACTIVE™
                  Homeopathic Formula
                  Tiredness*  Sadness*
                  Irritability*  Headache*
                  1 fl oz (30 mL)
                  Alcohol 20% by Volume"
dec02ded-b0f7-4763-a59c-17aba68096a6.xml,Eczema Rescue,"Carbolicum Acidum 30X, Fagopyrum Esculentum 30X, Hydrastis Canadensis 30X, Hydrocotyle Asiatica 30X, Juglans Regia 30X, Vinca Minor 30X

May temporarily relieve minor symptoms of eczema.**
                  
                  ** These statements are based upon traditional homeopathic practice. They have not been reviewed by the Food and Drug Administration.

For external use only.
                  
                  
                     If pregnant or breast-feeding, ask a health professional before use.
                  
                     Keep out of reach of children. If swallowed, get medical help or contact a Poison Control Center right away.
                  
                     When using this product: Do not get into eyes.
                  
                     Stop use and ask a doctor if: Condition worsens. Symptoms last more than 7 days.
                  
                  
                     ALLERGY ALERT:  Macadamia and Kukui Nut Oils, Soy

Apply at least 3 times daily over the affected area.
                  
                  Children under 12 years of age:  Consult a doctor

Purified Water, Poke (Berry) Phytolacca Americana, Olive Oil (Olea Europaea), Avocado Oil (Persea Gratissima), Macadamia Nut Oil (Macadamia Integrifolia), Phenoxyethanol, Caprylyl Glycol, Sorbic Acid, Acrylates/C10 Alkyl Acrylate Crosspolymer, Aloe Barbadensis Leaf Juice, PEG-33, PEG 8 DIMETHICONE, PEG-14, Kukui Nut Oil (Aleurites Moluccana), Polysorbate 20, Chaparral Leaf (Larrea Tridentata), Poke Root (Phytolacca Americana), Arnica Montana Flower, St. Johns Wort Aerial Parts (Hypericum Perforatum), White Willow Bark (Salix Alba), Bloodroot Root (Sanguinaria Canadensis), Comfrey Leaf (Symphytum Officinale), Ascorbic Acid, Neem Leaf (Azadirachta Indica), Calendula Officinalis Flower, Vitamin E Oil, Edetate Disodium (EDTA), Oregano, Potassium Sorbate

Keep out of reach of children.
                      If swallowed, get medical help or contact a Poison Control Center right away.

May temporarily relieve minor symptoms of eczema.**
                  
                  ** These statements are based upon traditional homeopathic practice. They have not been reviewed by the Food and Drug Administration.

Dist by:
                  
                  Peaceful Mountain, Inc.
                  Woodbine, IA 51579    883-303-3388
                  www.peacefulmountain.com

peaceful mountain
                     THE HEIGHT OF HEALTH
                     
                  
                  
                     eczema rescue
                     
                     
                  
                  
                     homeopathic lotion
                  
                  formulated in boulder, coNet wt. 0.25 oz, (7 g)"
648dc1d0-cf4f-4cc3-aac2-586d10aebf21.xml,Coumarin,"Coumarinum 6X, 12X, 30X, 12C, 30C

For temporary relief of abdominal bloating, ear congestion, fatigue, gas, headaches, hay fever, generalized itching, and lower back pain.

If pregnant or breast-feeding, ask a health care professional before use.
                  
                     Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away.
                  Do not use if tamper evident seal is broken or missing.
                  Store in cool, dry place.

Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away.

10 drops orally, 3 times a day. Consult a physician for use in children under 12 years of age.

For temporary relief of abdominal bloating, ear congestion, fatigue, gas, headaches, hay fever, generalized itching, and lower back pain.

Demineralized water, 25% Ethanol.

Distributed by:
                  BIOACTIVE NUTRITIONAL
                  Melbourne, FL 32935
                  
                  For Nutritional Information write:
                  BioActive Nutritional, Inc.
                  1803 N. Wickham Rd.
                  Melbourne, FL 32935

BioActive Homeopathic
                  
                  
                     COUMARIN
                  
                  1 FL OZ (30 ml)"
0ee122b8-ac46-44c1-8cf7-2b7ad017d29b.xml,Cold Relief Kids FastActives Cherry,"Pelargonium sidoides 1X

Citric Acid
                        Malic Acid
                        Maltodextrin
                        Natural Flavor
                        Silica
                        Xylitol

Tear packet open, pour contents into mouth and swallow.
                  For best results, use at first sign of symptoms and continue to use for an additional 48 hours after symptoms cease.
                  
                      Adults and children 13 years of age and older: take contents of 1 packet three times daily
                  Children 6-12 years of age: take contents of 1 packet two times daily
                   Children under 6 years of age: consult a doctor

Shortens duration and reduces severity of symptoms associated with the common cold and throat/nasal/bronchial irritations: chest congestion, nasal congestion, cough, hoarseness, sore throat.

Shortens duration and reduces severity of symptoms associated with the common cold and throat/nasal/bronchial irritations: chest congestion, nasal congestion, cough, hoarseness, sore throat.

Sore throat warning: if sore throat is severe, persists more than 2 days, is accompanied or followed by a fever, headache, rash, nausea, or vomiting, consult a doctor pomptly.

Ask a doctor before use if you have a peristent or chronic cough such as occurs occurs with smoking, asthma, chronic bronchitis, or emphysema, a cough that is accompanied by excessive phlegm (mucus), been taking any medications, an allergy to plant to the Geraniaceae family.

Stop use and ask a doctor if new symptoms occur, symptoms get worse or last more than 7 days, fever worsens or lasts more than 3 days,  cough lasts more than 7 days or occurs with rash or persistent headache.
                  
                  These could be signs of a serious condition.

If you are pregnant or breast-feeding, ask a healthcare professional before use.

Keep out of reach of children.

In case of overdose, seek medical help or contract a Posion Control Center right away."
c9b9fe1c-76c6-4d0b-849b-55b6b0946507.xml,Hepastat,"(in each drop): 19.90% of Chelidonium Majus 12X, Lycopodium Clavatum 12X, Natrum Sulphuricum 12X, Nux Vomica 12X, Phosphorus 12X; 0.10% of Beta Vulgaris 3X, Carduus Marianus 3X, Cholesterinum 6X, Fel Tauri 6X, Taraxacum Officinale 3X.

May temporarily relieve indigestion, flatulence, exhaustion, nausea and constipation.**
                  **Claims based on traditional homeopathic practice, not accepted medical evidence. Not FDA evaluated.

If pregnant or breast-feeding, ask a health professional before use.
                  
                     Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away.
                  Do not use if tamper evident seal is broken or missing. Store in a cool, dry place.

Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away.

Adults and children 5 to 10 drops orally, 3 times daily or as otherwise directed by a health care professional. If symptoms persist for more than 7 days, consult your health care professional. Consult a physician for use in children under 12 years of age.

Demineralized water, 20% Ethanol.

May temporarily relieve indigestion, flatulence, exhaustion, nausea and constipation.**
                  **Claims based on traditional homeopathic practice, not accepted medical evidence. Not FDA evaluated.

Dist. by Energique, Inc.
                  201 Apple Blvd
                  Woodbine, IA 51579
                  800-869-8078

ENERGIQUE
                  
                  SINCE 1987
                  
                     HOMEOPATHIC REMEDY
                  
                  
                     HEPASTAT
                  
                  
                     1 fl. oz. (30 ml)"
835b2504-79da-4afa-b5a4-08f6187dcbb4.xml,LymphII,"Echinacea (Angustifolia) 3X, Collinsonia Canadensis 3X, 12X, Phytolacca Decandra 4X, Kali Iodatum 6X, Pinus Sylvestris 6X, Pix Liquida 6X, Ferrum Phosphoricum 8X, Aesculus Hippocastanum 12X, Baryta Carbonica 12X, Berberis Vulgaris 12X, Calcarea Carbonica 12X, Calcarea Phosphorica 12X, Causticum 12X, Hepar Sulphuris Calcareum 12X, Kreosotum 12X, Lycopodium Clavatum 12X, Mercurius Solubilis 12X, Natrum Muriaticum 12X, Nitricum Acidum 12X, Phosphorus 12X, Pulsatilla (Pratensis) 12X, Silicea 12X, Stellaria Media 12X, Sulphur 12X, Terebinthina 12X, Thuja Occidentalis 12X, Bufo Rana 14X.

For temporary relief of glandular swelling with inflammation and induration, glands hot, swollen, painful; scrofulous swelling, axillary glands swollen with soreness of the upper arm and tonsils.

If pregnant or breast-feeding, ask a health care professional before use.
                  
                     Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away.
                  Do not use if tamper evident seal is broken or missing.
                  Store in cool, dry place.

In case of overdose, get medical help or contact a Poison Control Center right away.

10 drops orally, 3 times a day. Consult a physician for use in children under 12 years of age.

For temporary relief of glandular swelling with inflammation and induration, glands hot, swollen, painful; scrofulous swelling, axillary glands swollen with soreness of the upper arm and tonsils.

Demineralized Water, 25% Ethanol

Distributed by:BioActive Nutritional, Inc.1803 N. Wickham Rd.Melbourne, FL 32935bioactivenutritional.com

BIOActive Nutritional
                  
                  
                     LYMPH II
                  
                  
                     HOMEOPATHIC
                  
                  
                     2 FL OZ (60 ml)"
eca12e9e-af66-4b42-8f03-084068218989.xml,Candida,"Stop use and ask your doctor if symptomspersist or worsen.
                  
                     If pregnant or breast-feeding, take only onadvice of a healthcare professional.
                  
                     Keep out of reach of children.
                  
                  Reference image: Candida.jpg

Keep out of reach of children.
                  
                  Reference image: Candida.jpg

Adults                                              1 teaspoon
                           
                        
                        
                            Children 6 - 12 years                      1/2 teaspoon
                           
                        
                        
                            Children under 6 years old           Consult a physician
                           
                        
                     
                  
                   2 times daily on an empty stomach, before breakfast and at bedtime.
                  
                  Reference image: Candida.jpg

Tamper resistant for your protection. Useonly if seal is intact. This product has not beenclinically tested.
                  King Bio, Inc. FDA Reg. #10534423 Westside Dr. Asheville, NC 28806 USAQuestions? Call 866.298.2740
                  Reference image: Candida.jpg

Citrus Extract (ascorbic acid, citric acid, citrus aurantium amara fruit extract, citrus aurantium sinensis peel extract, citrus reticulata fruit extract, demineralized water, glycerin, lactic acid), Honeysuckle (Lonicera japonica), Polylysine, Purified Water, Shagbark Hickory (Carya ovata) Bark Extract, Steviol (Steviol glycosides).
                  Reference image: Candida.jpg

Equal volumes of each HPUS ingredient in 12X, 30X, 100X,1LM, 2LM, 3LM, and 5LM potencies.Abies canadensis ................................................ gnawing hungerAgaricus musc.................................. gastric disturbances, bloatingAllium cepa.........................................burning in mouth and throatAllium sativum ..........................................................constipationAloe ................................................................headache, nauseaAntimonium crudum ...................................... ear ringing, pimplesAsafoetida ......................................................bloating, flatulenceBorax ..................................................................... nervousnessCandida albicans.........................................yeast infections, thrushCandida parapsilosis ................................... itchy scalp, nail fungusCarpinus betulus, flos.........................................................fatigueIgnatia amara ......................................................moodiness, rashLachesis mutus ....................................................... sleeplessnessLycopodium clavatum................................................ forgetfulnessMalus pumila, flos............................................ obsessive cleansingOlea europaea, flos .........................................complete exhaustionPhosphoricum acidum.................................................. listlessnessPhytolacca decandra.........................................scaly scalp, dry skinPulsatilla .............................................................overly emotionalSabadilla....................................... cravings for sweets and starchesSticta pulmonaria............................................................. diarrheaSulphur.............................................................cravings for sweetsThuja occidentalis........................................GI irritation, brittle nails
                  
                  Reference image: Candida.jpg

Equal volumes of each HPUS ingredient in 12X, 30X, 100X,1LM, 2LM, 3LM, and 5LM potencies.
                  Abies canadensis, Agaricus musc, Allium cepa, Allium sativum, Aloe, Antimonium crudum, Asafoetida, Borax, Candida albicans, Candida parapsilosis, Carpinus betulus, flos, Ignatia amara, Lachesis mutus, Lycopodium clavatum, Malus pumila, flos, Olea europaea, flos, Phosphoricum acidum, Phytolacca decandra, Pulsatilla, Sabadilla, Sticta pulmonaria, Sulphur, Thuja occidentalis.
                  
                  Reference image: Candida.jpg

Temporarily relieves symptoms due to overgrowth ofCandida albicans yeast: 
                  yeast infections 
                  thrush 
                  
                     nausea
                  
                  
                     nail fungus 
                  
                  constipation 
                  headache 
                  itchy skin 
                  fatigue
                  
                     diarrhea 
                  
                  flatulence 
                  forgetfulness 
                  bloating
                  
                  Reference image: Candida.jpg"
702bd6c5-0199-447c-b351-69a247841d31.xml,Advanced Arnica Plus,"Initially, depress pump untilprimed.
                  Spray one dose directly intomouth.
                  
                     Adults: 3 sprays 3 times per
                     
                     day.
                  
                  
                     Children ages 6-12: 2 sprays 3
                     
                     times per day.
                  
                  
                     Consult a physician for use in
                     
                     children under 6 years of age.
                  
                  Use additionally as needed, upto 6 times per day.
                  ﻿Reference image: Advanced Arnica.jpg

Other information
                  
                  
                     Tamper resistant for your protection.
                  
                  Use only if safety seal is intact.
                  Keep carton for complete drug facts and product information.
                  Questions? Call 866.298.2740
                  King Bio, Inc. 3 Westside Drive
                  Asheville, NC 2806 USA
                  FDA Reg. #1053442
                  For latest product information and instructions: www.DrKings.com
                  Reference image: Advanced Arnica.jpg

Citrus Extract (ascorbic acid, citric acid, citrus aurantium amara fruit extract, citrus aurantium sinensis peel extract, citrus reticulata fruit extact, demineralized water, glycerin, lactic acid), Honeysuckle (Lonicera japonica), Polylysine, Purified Water, Shagbark Hickory (Carya Ovata) Bark Extract, Steviol (Steviol Glycosides).
                  Reference image: Advanced Arnica.jpg

Equal volumes of each HPUS** ingredient in 10X, 30X, and 1LMpotencies.
                  Arnica montana, Arnica montana, radix, Bellis perennis, Bryonia, Hypericum perforatum, Lithium carbonicum, Magnesia phosphorica,Phytolacca decandra, Rhus tox, Ruta graveolens.
                  
                     HPUS indicates the active ingredients are in the official Homeopathic Pharmacopeia of the United States.
                  
                  
                     Reference image: Advanced Arnica.jpg

For temporary relief of symptoms: 
                  Pain or stiffness in muscles or joints 
                  Bruising and discoloration 
                  Inflammation 
                  Soreness after exercise 
                  Body aches
                  
                  as per various homeopathic materia medicas. Claims basedon traditional homeopathic practice, not accepted medicalevidence. These uses have not been evaluated by the FDA,and product has not been clinically tested.
                  Reference image: Advanced Arnica.jpg

Stop use and consult a physician
                     if symptoms worsen orpersist for more than 7 days.
                  
                     If pregnant or breast-feeding, ask a healthcare professionalbefore use.
                     Keep out of reach of children.
                  
                  In case of overdose, get medical help or contact a Poison Control Center immediately.
                  Reference image: Advanced Arnica.jpg

Keep out of reach of children.
                  
                  In case of overdose, get medical help or contact a Poison Control Center immediately.
                  Reference image: Advanced Arnica.jpg

Equal volumes of each HPUS** ingredient in 10X, 30X, and 1LMpotencies.
                  Arnica montana .......................................... bruises, body aches,muscle pain, inflammation,stiff muscles, stiff jointsArnica montana, radix ............................. soreness after exerciseBellis perennis ...............................sore joints & muscles, sprainsBryonia ....................................inflammation, red, swollen & stiffjointsHypericum perforatum................................ pain in joints & spineLithium carbonicum ..................................aching joints, stiffnessMagnesia phosphorica ................... muscle cramps, radiating painPhytolacca decandra.............................. spinal & rheumatic painsRhus tox .......................................tendon, ligament, & joint painRuta graveolens ........................................tendon & joint strains
                  
                     **“HPUS” indicates the active ingredients are in the officialHomeopathic Pharmacopeia of the United States.
                  Reference image: Advanced Arnica.jpg"
e47f947a-3805-440d-9f19-7cfb944b03c3.xml,Cold Relief Lemon,"Pelargonium sidoides 1X

﻿Citric Acid
                        Maltodextrin
                        Natural Flavor
                        Silica
                        Turmeric Color
                        
                           Xylitol

Dissolve contents of 1 packet in 4-6 ounces of hot water and sip while hot.
                  May also be dissolved in 4-6 ounces of cold water, which may be preferable for children.
                     For best results, use at the first sign of symptoms and continue to use for an additional 48 hours after symptoms cease.
                     Adults and children 13 years of age and older: Take 1 packet three times daily.
                  Children 6-12 years of age: Take 1 packet two times daily.
                  Children under 6 years of age: Consult a doctor.

Shortens duration and reduces severity of symptoms associated with the common cold and throat/nasal/bronchial irritations: chest congestion, nasal congestion, cough, hoarseness, sore throat.

Shortens duration and reduces severity of symptoms associated with the common cold and throat/nasal/bronchial irritations: chest congestion, nasal congestion, cough, hoarseness, sore throat.

Sore throat warning: if sore throat is severe, persists more than 2 days, is accompanied or followed by a fever, headache, rash, nausea, or vomiting, consult a doctor promptly.

Ask a doctor before use if you have a persistent or chronic cough such as occurs with smoking, asthma, chronic bronchitis, or emphysema, a cough that is accompanied by excessive phlegm (mucus), been taking any medications, an allergy to plants of the Geraniaceae family.

Stop use and ask a doctor if new symptoms occur, symptoms get worse or last more than 7 days, fever worsens or lasts more than 3 days, cough lasts more than 7 days or occurs with rash or persistent headache.
                  These could be signs of a serious condition.

If pregnant or breast-feeding, ask a healthcare professional before use.

Keep out of reach of children.

In case of overdose, seek medical help or contact a Poison Control Center right away."
35938647-9ee0-c7e2-e063-6294a90acd09.xml,Ignatia Amara 30X,"Active ingredients HPUS: Each globule contains 1% Ignatia Amara 30X

For sleeplessness, nervousness, and headaches mood swings due to emotional distress*

For sleeplessness, nervousness, and headaches mood swings due to emotional distress*

If symptoms worsen or persist for more than 7 days, consult a physician.

If pregnant or breastfeeding, ask a health professional before use.

Keep out of reach of children.

3 globules 3 times a day or as directed by a homeopath. Oral/Sublingual use.

Organic cane sugar globules.

1 (888) 290-8140 or schmidt-nagel.com

Conservation: 15°C - 25°C

*Claims based on traditional homeopathic practices, not accepted medical evidences. Not FDA evaluated."
3593a964-bf7b-df25-e063-6394a90a057d.xml,Lycopodium Clavatum 30X,"Active ingredients HPUS: Each globule contains 1% Lycopodium Clavatum 30X

For bloating, indigestion, gas*

For bloating, indigestion, gas*

If symptoms worsen or persist for more than 7 days, consult a physician.

If pregnant or breastfeeding, ask a health professional before use.

Keep out of reach of children.

3 globules 3 times a day or as directed by a homeopath. Oral/Sublingual use.

Organic cane sugar globules.

1 (888) 290-8140 or schmidt-nagel.com

Conservation: 15°C - 25°C

*Claims based on traditional homeopathic practices, not accepted medical evidences. Not FDA evaluated."
